Timestamp,CPU Load (%),CPU Frequency (MHz),CPU Temp (°C),RAM Usage (MB)
2024-11-10 03:13:13.536935,10,1516.9946707794797,50.5,1669.5434517148192
2024-11-10 03:13:14.539883,10,2455.1258552748286,51.0,460.80935149867736
2024-11-10 03:13:15.542710,10,1831.1271761808482,51.0,1628.8388338813606
2024-11-10 03:13:16.545548,10,2381.497370585061,50.5,2118.0605274724294
2024-11-10 03:13:17.548511,10,2850.700794786275,50.5,2425.473884187095
2024-11-10 03:13:18.551431,10,2260.6132130146007,50.5,3755.2229951283502
2024-11-10 03:13:19.554335,10,2153.9330543093124,49.9,1539.336266228781
2024-11-10 03:13:20.557191,10,1944.735083121809,51.0,3064.2724483549014
2024-11-10 03:13:21.560027,10,2096.8103039422112,50.5,2996.867200566998
2024-11-10 03:13:22.562833,10,1835.4900018407916,51.0,1015.6628073187886
2024-11-10 03:13:23.565801,10,1769.8902085634782,51.0,580.8767465374091
2024-11-10 03:13:24.568731,10,2056.7968589777925,50.5,1633.9521208094172
2024-11-10 03:13:25.571651,10,2811.9852955281794,49.4,3429.1583077086834
2024-11-10 03:13:26.574567,10,2571.783597719076,50.5,2991.328341586819
2024-11-10 03:13:27.577339,10,2581.5112466184055,50.5,2511.401251268625
2024-11-10 03:13:28.580217,10,2204.1055084561267,49.4,2244.1402889470696
2024-11-10 03:13:29.583123,10,1569.5196082107334,49.9,4079.5221337241087
2024-11-10 03:13:30.586016,10,1775.3651096574063,49.9,1999.7514612066882
2024-11-10 03:13:31.588907,10,1894.5556778158884,51.0,1129.6757964003289
2024-11-10 03:13:32.591702,10,2929.088548637193,49.9,1123.1451596422876
2024-11-10 03:13:33.594595,10,1699.0139002948756,50.5,1611.6350703231844
2024-11-10 03:13:34.597495,10,2317.7329432296506,50.5,2948.635803430559
2024-11-10 03:13:35.600379,10,2456.470476951189,50.5,2978.344481283981
2024-11-10 03:13:36.603161,10,2651.5061992925666,50.5,3843.683431625066
2024-11-10 03:13:37.605974,10,2235.9337765495584,51.0,1328.0310698363426
2024-11-10 03:13:38.608802,10,2742.435950812983,51.0,1813.7924385688732
2024-11-10 03:13:39.611583,10,2038.0411396743007,51.0,2533.0809219406806
2024-11-10 03:13:40.614354,10,2760.5451590396406,50.5,3542.6633966461845
2024-11-10 03:13:41.617260,10,1988.909235488814,50.5,2527.363931990311
2024-11-10 03:13:42.620181,10,2445.392390047705,51.0,689.3380076785447
2024-11-10 03:13:43.623121,10,1649.9399632162063,50.5,3786.2050990108587
2024-11-10 03:13:44.626046,10,1948.733330018114,50.5,1840.7487107605134
2024-11-10 03:13:45.628966,10,2996.4552003409062,51.0,3339.2932039069296
2024-11-10 03:13:46.631832,10,2715.9076347527607,51.0,2154.9514904713424
2024-11-10 03:13:47.634797,10,2425.7643391430474,51.0,2373.171890386746
2024-11-10 03:13:48.637741,10,2570.266117507922,51.0,992.1658965863536
2024-11-10 03:13:49.640661,10,2691.56313971723,51.0,1868.5014293264467
2024-11-10 03:13:50.643480,10,2053.0025074341347,51.6,2007.3576598068407
2024-11-10 03:13:51.646295,10,2813.161295892409,49.9,3641.630715665377
2024-11-10 03:13:52.649184,10,1448.771265074208,51.0,854.8343272382797
2024-11-10 03:13:55.654578,15,1458.9346361543887,49.9,2413.4386897815193
2024-11-10 03:13:56.656839,15,2454.6302146447792,51.0,1220.2770865765642
2024-11-10 03:13:57.658799,15,2025.6331783654782,51.0,1464.7704535165817
2024-11-10 03:13:58.660732,15,2678.6509541801847,49.9,2286.4372329326807
2024-11-10 03:13:59.662755,15,1690.695489701736,50.5,2284.1498829164852
2024-11-10 03:14:00.664964,15,1716.0313332335766,51.0,3874.801694885154
2024-11-10 03:14:01.667164,15,2414.8281095947145,51.0,2626.1118040388155
2024-11-10 03:14:02.669185,15,2865.1869104867096,50.5,838.8731662106745
2024-11-10 03:14:03.671063,15,2431.0594659625904,49.9,1258.9658099900666
2024-11-10 03:14:04.672941,15,2304.073306510418,51.0,572.3825571578041
2024-11-10 03:14:05.675000,15,2011.8941690092383,50.5,3217.145606899892
2024-11-10 03:14:06.676931,15,1705.8736239147352,50.5,2703.6566276862927
2024-11-10 03:14:07.678873,15,1562.622056573784,51.0,1792.222529271778
2024-11-10 03:14:08.680700,15,1869.8304232118905,51.0,2542.010713412881
2024-11-10 03:14:09.682479,15,2439.345251239959,49.9,4053.2689031983564
2024-11-10 03:14:10.684400,15,2701.7002744617093,51.0,1509.3671588541024
2024-11-10 03:14:11.686367,15,1891.7950410146032,50.5,3769.486742853656
2024-11-10 03:14:12.688299,15,1931.0064970560534,50.5,3811.0037090234914
2024-11-10 03:14:13.690270,15,2752.242048935469,51.0,2943.2503162669173
2024-11-10 03:14:14.692115,15,2188.473851621963,51.0,695.2248876198412
2024-11-10 03:14:15.693960,15,1754.3365936760501,50.5,1704.2224654675877
2024-11-10 03:14:16.695819,15,1493.6236515507217,50.5,1778.4022095283046
2024-11-10 03:14:17.697809,15,2353.813598255763,51.0,974.2619340635804
2024-11-10 03:14:18.699757,15,2606.414074263706,51.0,3413.6086187987075
2024-11-10 03:14:19.701647,15,2609.015359180138,51.0,3817.2505704836726
2024-11-10 03:14:20.703516,15,1422.1853295847495,50.5,2306.6868053606822
2024-11-10 03:14:21.705358,15,1538.1023043342666,49.9,3383.6625905322126
2024-11-10 03:14:22.808084,15,1896.1971399316071,51.0,1233.7320095351192
2024-11-10 03:14:23.810078,15,2905.5670646034505,51.0,1664.459505266085
2024-11-10 03:14:24.812016,15,2704.990900694104,51.0,3788.8718799097687
2024-11-10 03:14:25.813934,15,2856.820746515348,51.0,1588.9724969681688
2024-11-10 03:14:26.815786,15,2110.814373045272,51.0,643.8441645262207
2024-11-10 03:14:27.817599,15,2927.902710194973,49.9,1329.2824384566024
2024-11-10 03:14:28.819455,15,2979.514412891668,51.0,434.30234605925034
2024-11-10 03:14:29.821409,15,2955.048446155185,51.0,3555.107170431929
2024-11-10 03:14:30.823345,15,2353.8437879838866,51.6,2800.629604064919
2024-11-10 03:14:31.825178,15,1536.9278242619653,51.0,1454.2966008602473
2024-11-10 03:14:32.826978,15,1641.1306860564307,51.0,3407.0314342711004
2024-11-10 03:14:33.828760,15,2974.4916216691254,51.6,838.6963053703723
2024-11-10 03:14:34.830557,15,2335.7461993390093,50.5,1725.9343431818852
2024-11-10 03:14:35.832501,15,2046.8923878056778,50.5,1337.1243475987026
2024-11-10 03:14:36.834422,15,1639.6659727862348,51.0,1331.447022581052
2024-11-10 03:14:37.836325,15,2036.8207721105714,51.0,2111.8882336191996
2024-11-10 03:14:38.838175,15,2705.0963454483845,51.0,3907.1668219713183
2024-11-10 03:14:39.839973,15,2735.7240238540207,51.0,3488.0242584831894
2024-11-10 03:14:40.841815,15,2772.8092857333045,51.0,3322.12915904791
2024-11-10 03:14:41.843695,15,1581.0690852065086,49.9,807.8702245545785
2024-11-10 03:14:42.845604,15,2690.3846616172605,51.0,4009.9298343776245
2024-11-10 03:14:43.847444,15,2496.515486409079,51.0,4013.874044965477
2024-11-10 03:14:44.849271,15,1657.6315057085533,51.0,1745.9501867332283
2024-11-10 03:14:45.851231,15,1442.8554634764728,49.9,1341.8087130529357
2024-11-10 03:14:46.853111,15,2241.6140327680596,51.6,3783.035996803299
2024-11-10 03:14:47.854992,15,2004.8822680714768,49.9,2628.077029870514
2024-11-10 03:14:48.856842,15,2255.327458577064,51.0,796.4539732129178
2024-11-10 03:14:49.858709,15,1574.4735740969859,50.5,1871.9322109354284
2024-11-10 03:14:50.860571,15,1692.4256705021505,51.0,3384.655067115454
2024-11-10 03:14:51.862426,15,1604.3599573839797,51.6,2158.486331750518
2024-11-10 03:14:52.864280,15,1964.4107926776403,51.0,801.0758624819359
2024-11-10 03:14:53.866301,15,1636.0564834851468,50.5,2584.0343124892574
2024-11-10 03:14:54.868251,15,1782.603720382116,50.5,3387.0554991066715
2024-11-10 03:14:55.870135,15,2052.781571285389,49.9,3184.7189939588825
2024-11-10 03:14:56.871945,15,1578.528419897776,50.5,1457.5307505471276
2024-11-10 03:14:57.873729,15,1858.1081843961636,51.0,2467.6898293575864
2024-11-10 03:14:58.875615,15,2310.896670434278,51.0,3969.048591203114
2024-11-10 03:14:59.877610,15,2721.3707972238926,50.5,2031.2880451158937
2024-11-10 03:15:00.879789,15,2409.6891045610782,50.5,3643.288465979955
2024-11-10 03:15:01.882000,15,1785.057783001233,50.5,2687.510473644221
2024-11-10 03:15:02.884067,15,2895.08971631802,50.5,3875.5358357412224
2024-11-10 03:15:03.885973,15,2454.49392307538,50.5,1718.1511741591473
2024-11-10 03:15:04.887814,15,2651.7899535500655,49.4,3946.9043585687004
2024-11-10 03:15:05.889724,15,2527.7495886877523,50.5,1434.9248626470635
2024-11-10 03:15:06.891613,15,2879.8821439634157,51.0,763.7521934200954
2024-11-10 03:15:07.893540,15,2135.9295296690693,51.0,3601.399040141885
2024-11-10 03:15:08.895436,15,1746.023757207015,49.9,2760.634975899047
2024-11-10 03:15:09.897724,15,2504.718581392699,50.5,1444.8364611794195
2024-11-10 03:15:10.899992,15,2529.0971345960343,51.0,1135.9277247292032
2024-11-10 03:15:11.902017,15,1615.0120644659708,51.0,2693.172397244635
2024-11-10 03:15:12.904265,15,2286.5615421603416,50.5,1116.8247306157937
2024-11-10 03:15:13.906272,15,1453.9816075246008,49.9,1120.4923321042957
2024-11-10 03:15:14.908180,15,2032.697392782877,49.9,2962.6156507895803
2024-11-10 03:15:15.910104,15,1954.7998635208828,50.5,447.87719000615243
2024-11-10 03:15:16.911961,15,2118.698202507121,51.0,3855.2123677850027
2024-11-10 03:15:17.913923,15,2608.295009470291,51.0,1383.0454103795555
2024-11-10 03:15:18.915817,15,2210.511185892656,51.0,1748.5518898590647
2024-11-10 03:15:19.917788,15,2521.32128537253,51.0,4069.67837094494
2024-11-10 03:15:20.919731,15,2369.0003412298165,51.0,2687.2407022150587
2024-11-10 03:15:21.921591,15,2572.045931900875,50.5,2131.556545686127
2024-11-10 03:15:22.923400,15,2153.365103489775,50.5,3434.2987621846355
2024-11-10 03:15:23.925224,15,1482.306483971974,51.0,609.587584400391
2024-11-10 03:15:24.927060,15,1431.1631001194246,51.0,1328.1466249963812
2024-11-10 03:15:25.928911,15,1668.3598881576922,51.0,2038.2579161310005
2024-11-10 03:15:26.931169,15,1744.3019274026174,50.5,1796.2334817482183
2024-11-10 03:15:27.933580,15,2056.063877919004,51.0,2470.86317421517
2024-11-10 03:15:28.936655,15,1592.1386282049816,51.0,2832.6143057990503
2024-11-10 03:15:29.940389,15,1554.670452421112,51.6,3034.9208612044135
2024-11-10 03:15:30.943684,15,1613.1580804731423,51.6,506.0676509742634
2024-11-10 03:15:31.946004,15,2116.4920150571165,52.1,1905.1191657749227
2024-11-10 03:15:32.948321,15,2396.9291258985063,51.0,553.9438612519036
2024-11-10 03:15:33.950595,15,2719.0827634959096,51.6,1713.6982770104676
2024-11-10 03:15:34.952844,15,2309.8998857650986,51.0,2314.849719540329
2024-11-10 03:15:37.958637,20,2402.3625388678256,51.0,3342.4710197817462
2024-11-10 03:15:38.960902,20,2025.788786044409,50.5,2849.3006884468846
2024-11-10 03:15:39.963159,20,2461.253357084608,51.0,1291.7316348803915
2024-11-10 03:15:40.965076,20,2212.47620674995,51.0,2574.5321938212064
2024-11-10 03:15:41.967316,20,2117.146377021212,51.0,2457.6050229258885
2024-11-10 03:15:42.969552,20,1889.7902553545005,51.0,1087.7853671246144
2024-11-10 03:15:43.971860,20,2955.076538074445,51.0,1589.2915949392238
2024-11-10 03:15:44.974129,20,2789.966591758887,50.5,1691.9112578498605
2024-11-10 03:15:45.976346,20,1967.24770320618,50.5,3387.7081799012835
2024-11-10 03:15:46.978585,20,1725.1886787860703,51.6,1997.804733190485
2024-11-10 03:15:47.981159,20,2498.468661222037,51.0,2584.9102563585
2024-11-10 03:15:48.983536,20,1667.4978245329398,51.0,495.7679442624314
2024-11-10 03:15:49.985850,20,1683.4521944719488,51.0,1430.1646496606031
2024-11-10 03:15:50.988137,20,1625.7998374507456,51.0,1630.6644208088405
2024-11-10 03:15:51.990410,20,1992.1852802401506,51.6,1027.1410907317597
2024-11-10 03:15:52.992618,20,2390.2709305282956,51.6,1276.2280701782113
2024-11-10 03:15:53.994903,20,2074.409435983122,51.6,4071.121467985202
2024-11-10 03:15:54.998217,20,2204.1083614220756,51.0,3079.0277448717884
2024-11-10 03:15:56.001477,20,1802.2618854299158,51.0,517.905035833453
2024-11-10 03:15:57.004768,20,2867.839883086688,51.6,734.4324132778047
2024-11-10 03:15:58.008027,20,2439.6657912394867,51.0,1734.0329896380529
2024-11-10 03:15:59.011248,20,1727.0863745008614,51.0,1013.7052976450691
2024-11-10 03:16:00.016016,20,2833.5489491204435,49.4,1764.4896872860397
2024-11-10 03:16:01.019737,20,1692.7877929327701,51.0,1370.6748849689907
2024-11-10 03:16:02.023103,20,1432.8475998619697,51.0,3848.365514092056
2024-11-10 03:16:03.026194,20,1633.5816810332294,51.0,1444.9071896144342
2024-11-10 03:16:04.029468,20,2354.9842864154257,51.0,1265.5685309085711
2024-11-10 03:16:05.032702,20,2306.0296215849658,50.5,780.9320185340084
2024-11-10 03:16:06.035951,20,2532.628172857445,51.0,3148.711916832708
2024-11-10 03:16:07.039712,20,2170.427682317602,51.0,3951.2204519640622
2024-11-10 03:16:08.043312,20,2797.6335240639423,52.1,1071.8639383163384
2024-11-10 03:16:09.046604,20,1489.6716843723016,50.5,3327.0974518651415
2024-11-10 03:16:10.049541,20,2437.2546085576287,51.6,1800.2613257789626
2024-11-10 03:16:11.052463,20,1511.2398520257093,50.5,2644.214390389857
2024-11-10 03:16:12.055441,20,2641.5642332398,51.0,1646.4897780986678
2024-11-10 03:16:13.058370,20,1456.037006759243,52.1,1671.234247536164
2024-11-10 03:16:14.061347,20,2720.67725894963,51.6,822.4843304357958
2024-11-10 03:16:15.064222,20,1996.6638847095037,51.0,3069.5611787200646
2024-11-10 03:16:16.067016,20,2241.490014615816,51.0,1076.5099544991617
2024-11-10 03:16:17.069799,20,2985.322480353301,51.0,3358.405912549962
2024-11-10 03:16:18.072760,20,2307.0630561674025,49.9,1712.8300621594224
2024-11-10 03:16:19.075612,20,1637.7747943031318,51.0,1547.3349668883893
2024-11-10 03:16:20.078420,20,2526.819048196362,51.0,577.4419852023632
2024-11-10 03:16:21.081201,20,2375.2747553410763,50.5,3162.8790909529484
2024-11-10 03:16:22.083997,20,1776.650208149846,51.6,3718.468569845359
2024-11-10 03:16:23.087032,20,1780.7286228998205,51.6,984.7530216796589
2024-11-10 03:16:24.090048,20,1649.556418317547,50.5,862.628834699565
2024-11-10 03:16:25.092989,20,2934.39237645296,51.6,3489.435830465665
2024-11-10 03:16:26.095851,20,2657.7362007340816,51.0,4051.30309425494
2024-11-10 03:16:27.098666,20,2902.083793410074,51.6,2753.2484509541446
2024-11-10 03:16:28.101588,20,1806.156615790799,51.0,1719.4226964322334
2024-11-10 03:16:29.104638,20,1490.8698852753737,51.6,1701.813200643352
2024-11-10 03:16:30.107589,20,2831.4922098961897,51.0,1255.8752051426486
2024-11-10 03:16:31.110494,20,1525.2675031198555,51.0,2241.723503136175
2024-11-10 03:16:32.113339,20,1425.316438099343,51.0,1551.7846472293
2024-11-10 03:16:33.116211,20,2915.901266789604,51.0,2403.5233042214377
2024-11-10 03:16:34.119090,20,2233.261988010039,50.5,693.8128029987064
2024-11-10 03:16:35.122054,20,1612.228632615309,50.5,2625.1691134103653
2024-11-10 03:16:36.124992,20,2625.2430480045223,51.6,1940.914497736717
2024-11-10 03:16:37.127900,20,1550.7407824944414,51.0,444.32210607813914
2024-11-10 03:16:38.130791,20,2052.486375534965,51.6,3855.358244663977
2024-11-10 03:16:39.133642,20,1954.7846254474866,51.0,1372.838589831014
2024-11-10 03:16:40.136538,20,2433.443805785925,50.5,1479.5799216956357
2024-11-10 03:16:41.139482,20,2668.3220797709955,51.6,1997.832603361429
2024-11-10 03:16:42.142372,20,2588.5730725403896,51.6,4050.404854969664
2024-11-10 03:16:43.145289,20,2536.961147520666,50.5,2646.4389540649504
2024-11-10 03:16:44.148110,20,1891.1045675585253,50.5,3766.4300651432345
2024-11-10 03:16:45.150903,20,2059.0749866378674,49.9,2016.206575695888
2024-11-10 03:16:46.153700,20,1993.766927766288,51.6,3563.0820992097847
2024-11-10 03:16:47.156692,20,2788.7889697946594,51.0,1227.9440204454124
2024-11-10 03:16:48.159648,20,2372.4066255246903,51.6,841.6047800576831
2024-11-10 03:16:49.162477,20,2653.4512666939563,51.6,2794.359118478282
2024-11-10 03:16:50.165289,20,2694.5699650662755,51.0,3850.829744660999
2024-11-10 03:16:51.168192,20,2056.429982791894,51.0,3347.808059105635
2024-11-10 03:16:52.171079,20,2268.1934181274937,51.6,1986.9993631450525
2024-11-10 03:16:53.174048,20,1968.5221704994415,51.6,2031.9997305516363
2024-11-10 03:16:54.176932,20,1720.0003472206045,51.0,1775.03697149699
2024-11-10 03:16:55.179746,20,2817.016171753653,51.0,618.5873357479409
2024-11-10 03:16:56.182558,20,2513.4870656898333,49.9,3274.5989876775075
2024-11-10 03:16:57.185449,20,1688.1676764277909,49.4,764.8929431564081
2024-11-10 03:16:58.188377,20,2967.168656805714,51.0,3868.750760995459
2024-11-10 03:16:59.191347,20,2206.9201490775595,51.6,2122.2736147449887
2024-11-10 03:17:00.194571,20,1637.3990055334614,51.0,3411.178285703575
2024-11-10 03:17:01.197539,20,1837.2910434607813,51.6,4038.557447375586
2024-11-10 03:17:02.200596,20,2340.9860890643545,51.0,3477.971258972848
2024-11-10 03:17:03.203561,20,2435.923301858532,51.6,3646.030947507412
2024-11-10 03:17:04.206457,20,2912.9262055681515,51.0,3732.3463276605894
2024-11-10 03:17:05.209436,20,1463.4629535521885,51.0,1719.7607887349873
2024-11-10 03:17:06.212312,20,2040.309051187356,51.0,3168.6069660084245
2024-11-10 03:17:07.215139,20,1579.0853431205223,51.0,710.0085357773424
2024-11-10 03:17:08.218025,20,2207.4384153379033,51.0,2197.28374981845
2024-11-10 03:17:09.220875,20,1827.5221651038341,50.5,1491.2482057155905
2024-11-10 03:17:10.223772,20,2906.3303842024243,51.6,1207.1961726615102
2024-11-10 03:17:11.226647,20,1845.6835685960946,51.0,2027.8263708857587
2024-11-10 03:17:12.229500,20,1626.4425524664287,51.6,524.3488393056899
2024-11-10 03:17:13.232481,20,1890.6427573927922,51.0,3879.8653980993595
2024-11-10 03:17:14.235364,20,2379.01803450426,51.0,1488.4134073872194
2024-11-10 03:17:15.238187,20,2017.0696104122371,50.5,2315.2507161466174
2024-11-10 03:17:16.241006,20,2079.2152895617064,51.0,3031.822588266232
2024-11-10 03:17:17.243894,20,2115.5603390895203,49.9,2446.24036345096
2024-11-10 03:17:20.249279,25,2674.9290078742706,51.0,3476.1454855349716
2024-11-10 03:17:21.251554,25,2279.782411818639,51.0,1671.7875423452142
2024-11-10 03:17:22.253509,25,1417.008656875304,51.0,2063.2081078772608
2024-11-10 03:17:23.255412,25,2177.635279498789,51.0,3940.1287657820158
2024-11-10 03:17:24.257247,25,2387.3505486133463,50.5,3266.7759069178433
2024-11-10 03:17:25.259109,25,1420.7224440850337,50.5,3817.3656294407074
2024-11-10 03:17:26.260940,25,2066.7648050755643,51.0,3278.1280277068495
2024-11-10 03:17:27.262760,25,1439.7426440778636,51.0,2812.353451484926
2024-11-10 03:17:28.264581,25,2951.8209233554508,51.0,656.299099842553
2024-11-10 03:17:29.266437,25,2005.7504374319128,51.6,3194.8399595015976
2024-11-10 03:17:30.268297,25,1618.3199706487712,51.0,810.0565795173413
2024-11-10 03:17:31.270110,25,1986.3795538042978,51.0,1586.59768020708
2024-11-10 03:17:32.271941,25,2267.3415864225594,51.0,1269.922961816777
2024-11-10 03:17:33.273889,25,1781.0960258644889,51.0,1160.9040117185023
2024-11-10 03:17:34.275757,25,2147.57823864325,51.6,3609.235850896786
2024-11-10 03:17:35.277680,25,2777.8207833352326,51.0,2572.1199222999617
2024-11-10 03:17:36.279564,25,2403.9779901240345,50.5,3860.3224407602343
2024-11-10 03:17:37.281510,25,1504.9034711075244,51.0,2068.3709964628556
2024-11-10 03:17:38.283433,25,2158.053021698303,51.0,3031.483031584605
2024-11-10 03:17:39.285239,25,1635.605434069843,51.0,3846.448002824481
2024-11-10 03:17:40.287088,25,1736.307791391569,50.5,2152.4940270588672
2024-11-10 03:17:41.288953,25,2184.9701057482707,51.0,3198.9619218279613
2024-11-10 03:17:42.290768,25,1991.8754479960621,51.0,3149.1497048624356
2024-11-10 03:17:43.292563,25,2424.1147411199663,51.0,3738.567168960336
2024-11-10 03:17:44.294356,25,2013.7701625971072,51.6,2269.3070119633508
2024-11-10 03:17:45.296180,25,2178.761548528246,51.6,1042.7686938887373
2024-11-10 03:17:46.297981,25,2418.80801484909,51.6,3617.4420962356753
2024-11-10 03:17:47.299846,25,2623.4781746618837,51.0,2441.696829197858
2024-11-10 03:17:48.301751,25,2730.038565166966,50.5,4088.4874755594847
2024-11-10 03:17:49.303690,25,1412.2993964022307,50.5,1868.9893482143234
2024-11-10 03:17:50.305567,25,1770.5785055145784,51.0,2462.3356934126955
2024-11-10 03:17:51.307434,25,2369.532579337286,51.6,2664.729831932859
2024-11-10 03:17:52.309221,25,2752.7414044726047,50.5,1276.6952438743124
2024-11-10 03:17:53.311068,25,2309.335477236626,51.0,3164.9425285376824
2024-11-10 03:17:54.312889,25,2316.810212308715,50.5,3502.9835592676354
2024-11-10 03:17:55.314776,25,2263.465556116143,50.5,1854.345627497176
2024-11-10 03:17:56.316620,25,1849.3756489198593,51.6,470.6843496775974
2024-11-10 03:17:57.318420,25,2016.745975926497,51.0,3261.7512680454374
2024-11-10 03:17:58.320258,25,2080.2448531432287,51.0,3922.024871802928
2024-11-10 03:17:59.322238,25,1936.8168573135881,51.0,806.0069798126509
2024-11-10 03:18:00.324501,25,1937.2498212529194,51.0,3288.6746023568044
2024-11-10 03:18:01.326492,25,2384.598824340262,50.5,2834.65715472963
2024-11-10 03:18:02.328652,25,2768.4228861196416,50.5,1000.6784271171028
2024-11-10 03:18:03.330606,25,1546.183855935791,51.0,3243.8411370583044
2024-11-10 03:18:04.332520,25,1748.6341734455118,50.5,2984.1771465652773
2024-11-10 03:18:05.334563,25,2813.4770331982345,51.0,640.7854433669925
2024-11-10 03:18:06.336482,25,2847.1627246103103,51.0,686.4551647443346
2024-11-10 03:18:07.338345,25,2518.777848524086,51.6,3624.3738359872114
2024-11-10 03:18:08.340161,25,2477.70936404212,51.6,3805.347666573842
2024-11-10 03:18:09.341994,25,2379.634585180917,51.0,2900.1279551670823
2024-11-10 03:18:10.343890,25,2200.5117015148576,51.0,2636.9526551849513
2024-11-10 03:18:11.345862,25,1716.7872696717113,51.6,3022.7747292367476
2024-11-10 03:18:12.347787,25,2298.7291694943196,51.0,3337.057954011804
2024-11-10 03:18:13.349610,25,2498.891732193065,51.0,2348.359532095384
